state,city,place_name,category,description,latitude,longitude,entry_fee,avg_visit_duration_minutes
Andhra Pradesh,Srikakulam,Srikakulam Heritage Walk,heritage,Historic town exploration,18.296900,83.897700,Free,60
Andhra Pradesh,Kakinada,Kakinada Beach,beach,Long sandy beach near city,16.989100,82.247500,Free,120
Andhra Pradesh,Kakinada,Hope Island,beach,Barrier island with pristine beach,17.008900,82.350600,Free,150
Andhra Pradesh,Kakinada,Coringa Wildlife Sanctuary,nature,Mangrove forest with birdlife,16.819700,82.303300,INR 50,120
Andhra Pradesh,Kakinada,Uppada Beach,beach,Scenic beach with sunrise views,17.090300,82.337900,Free,120
Andhra Pradesh,Kakinada,Kakinada Port View,nature,Port and sea viewpoint,16.989900,82.251800,Free,30
Andhra Pradesh,Kakinada,Jagannatha Swamy Temple,heritage,Historic temple in city center,16.989600,82.247000,Free,60
Andhra Pradesh,Kakinada,Bhaskara Rao Park,nature,Urban park and leisure area,16.985700,82.243900,Free,60
Andhra Pradesh,Kakinada,Kakinada Heritage Walk,heritage,Old town and port area walk,16.988200,82.246800,Free,60
Andhra Pradesh,Kakinada,Boat Ride to Hope Island,adventure,Boat trip through backwaters,16.993500,82.258900,INR 500,120
Andhra Pradesh,Kakinada,Adurru Buddhist Stupa,heritage,Ancient Buddhist site,16.873800,82.202600,Free,90
Andhra Pradesh,Anantapur,Gooty Fort,heritage,Hilltop fort with panoramic views,15.126900,77.634900,Free,120
Andhra Pradesh,Anantapur,Puttaparthi Ashram,heritage,Spiritual center and ashram,14.165100,77.811600,Free,120
Andhra Pradesh,Anantapur,Lepakshi Veerabhadra Temple,heritage,Famous Vijayanagara-era temple,13.806700,77.606700,Free,90
Andhra Pradesh,Anantapur,Pennar River View,nature,Scenic river stretch,14.677800,77.600500,Free,45
Andhra Pradesh,Anantapur,Nallamada Reservoir,nature,Large irrigation reservoir,14.973600,77.705200,Free,90
Andhra Pradesh,Anantapur,Ahobilam Hills Trek,adventure,Trekking in forested hills,15.137200,78.774600,Free,180
Andhra Pradesh,Anantapur,Sri Sathya Sai Museum,heritage,Museum on Sai Baba's life,14.165800,77.812300,Free,60
Andhra Pradesh,Anantapur,Gooty Town Heritage Walk,heritage,Historic town exploration,15.121500,77.630800,Free,60
Andhra Pradesh,Anantapur,Bugga Ramalingeswara Temple,heritage,Temple with underground water spring,14.932900,77.817200,Free,60
Andhra Pradesh,Anantapur,Nagarjuna Sagar Canal View,nature,Canal and countryside view,14.860300,77.692100,Free,45
Andhra Pradesh,Kadapa,Gandikota Fort,heritage,Famous fort overlooking gorge,14.814300,78.286100,Free,120
Andhra Pradesh,Kadapa,Gandikota Canyon,nature,Known as the Grand Canyon of India,14.812500,78.288900,Free,120
Andhra Pradesh,Kadapa,Belum Caves,nature,Extensive underground cave system,15.101000,78.113600,INR 60,120
Andhra Pradesh,Kadapa,Ameen Peer Dargah,heritage,Important Sufi shrine,14.475600,78.835300,Free,45
Andhra Pradesh,Kadapa,Pushpagiri Temple,heritage,Ancient temple complex,14.456200,78.814600,Free,90
Andhra Pradesh,Kadapa,Sidhout Fort,heritage,Historic fort on river bank,14.463900,78.819200,Free,60
Andhra Pradesh,Kadapa,Rayachoty Hill View,nature,Hilltop scenic viewpoint,14.048400,78.749300,Free,45
Andhra Pradesh,Kadapa,Mylavaram Dam,nature,Reservoir and picnic area,14.485200,78.785600,Free,60
Andhra Pradesh,Kadapa,Kadapa Heritage Walk,heritage,Exploration of old town,14.475900,78.835900,Free,60
Andhra Pradesh,Kadapa,Ontimitta Temple,heritage,Famous Rama temple complex,14.393400,79.009600,Free,90
Andhra Pradesh,Chittoor,Horsley Hills,nature,Hill station with cool climate,13.650900,78.403600,INR 30,150
Andhra Pradesh,Chittoor,Kaundinya Wildlife Sanctuary,nature,Elephant and wildlife reserve,13.682800,78.607200,INR 50,150
Andhra Pradesh,Chittoor,Kanipakam Vinayaka Temple,heritage,Famous Ganesha temple,13.277200,79.019600,Free,90
Andhra Pradesh,Chittoor,Chandragiri Fort,heritage,Historic Vijayanagara fort,13.586400,79.317800,Free,90
Andhra Pradesh,Chittoor,Talakona Waterfall,nature,Tallest waterfall in Andhra Pradesh,13.815400,79.214200,Free,120
Andhra Pradesh,Chittoor,Nagari Hills Trek,adventure,Trekking in Eastern Ghats,13.308200,79.586100,Free,180
Andhra Pradesh,Chittoor,Srikalahasti Temple,heritage,Famous Shiva temple,13.749000,79.698800,Free,90
Andhra Pradesh,Chittoor,Kalyani Dam,nature,Reservoir and picnic area,13.637800,78.506900,Free,60
Andhra Pradesh,Chittoor,Chittoor Heritage Walk,heritage,Historic town exploration,13.217200,79.100300,Free,60
Andhra Pradesh,Chittoor,Kalavagunta Viewpoint,nature,Hill viewpoint near forest,13.660900,78.432200,Free,45
Andhra Pradesh,Vizianagaram,Vizianagaram Fort,heritage,Historic fort and palace ruins,18.113300,83.411200,Free,90
Andhra Pradesh,Vizianagaram,Ramanaidu Studios Viewpoint,heritage,Famous film studio exterior views,17.735800,83.266600,Free,45
Andhra Pradesh,Vizianagaram,Thatipudi Reservoir,nature,Scenic reservoir and hills,18.019400,83.512600,Free,90
Andhra Pradesh,Vizianagaram,Padmanabham Temple,heritage,Ancient temple with history,17.966900,83.483700,Free,60
Andhra Pradesh,Vizianagaram,Simhachalam Hills,nature,Forested hills near city,17.766300,83.249700,Free,90
Andhra Pradesh,Vizianagaram,Seethammadara Viewpoint,nature,Urban hill viewpoint,17.744600,83.296400,Free,45
Andhra Pradesh,Vizianagaram,Thotlakonda Buddhist Site,heritage,Ancient Buddhist ruins,17.828600,83.419800,Free,90
Andhra Pradesh,Vizianagaram,Kumili Handloom Village,heritage,Traditional weaving village,18.156400,83.438200,Free,60
Andhra Pradesh,Vizianagaram,Vizianagaram Heritage Walk,heritage,Old town exploration,18.112900,83.411900,Free,60
Andhra Pradesh,Vizianagaram,Gantyada View Hills,nature,Hill area near city outskirts,18.170300,83.469100,Free,45
Andhra Pradesh,Machilipatnam,Manginapudi Beach,beach,Popular beach with lighthouse views,16.187400,81.138200,Free,120
Andhra Pradesh,Machilipatnam,Machilipatnam Fort Ruins,heritage,Remains of historic port fort,16.182600,81.137000,Free,60
Andhra Pradesh,Machilipatnam,Panduranga Swamy Temple,heritage,Ancient Krishna temple,16.187900,81.136400,Free,60
Andhra Pradesh,Machilipatnam,Avanigadda Backwaters,nature,Scenic Krishna river backwaters,16.021700,80.919200,Free,90
Andhra Pradesh,Machilipatnam,Pedana Kalamkari Village,heritage,Traditional Kalamkari art center,16.260600,81.134600,Free,90
Andhra Pradesh,Machilipatnam,Machilipatnam Lighthouse,nature,Coastal viewpoint and photography spot,16.186100,81.140300,Free,45
Andhra Pradesh,Machilipatnam,Ghantasala Buddhist Site,heritage,Ancient Buddhist ruins,16.238300,81.052800,Free,90
Andhra Pradesh,Machilipatnam,Krishna Delta Bird Area,nature,Seasonal migratory birds,16.200000,81.050000,Free,120
Andhra Pradesh,Machilipatnam,Machilipatnam Heritage Walk,heritage,Historic port town exploration,16.185900,81.136800,Free,60
Andhra Pradesh,Machilipatnam,Water Sports Manginapudi,adventure,Jet ski and boating activities,16.188200,81.139500,INR 800,90
Andhra Pradesh,Nandyal,Mahanandi Temple,heritage,Famous ancient Shiva temple,15.486800,78.512300,Free,90
Andhra Pradesh,Nandyal,Banaganapalli Fort,heritage,Historic fort ruins,15.317900,78.226300,Free,60
Andhra Pradesh,Nandyal,Ahobilam Upper Temple,heritage,Narasimha temple in hills,15.137200,78.774600,Free,120
Andhra Pradesh,Nandyal,Nallamala Forest View,nature,Forested hill views,15.381400,78.618200,Free,90
Andhra Pradesh,Nandyal,Oravakallu Rock Garden,nature,Rock formations and viewpoints,15.781700,78.012200,INR 20,90
Andhra Pradesh,Nandyal,Mahanandi Backwater Area,nature,Water bodies and greenery,15.492300,78.508700,Free,60
Andhra Pradesh,Nandyal,Nandyal Heritage Walk,heritage,Old town exploration,15.477300,78.482800,Free,60
Andhra Pradesh,Nandyal,Pathala Ganga Boat Ride,adventure,Boat ride near Srisailam,16.074800,78.869300,INR 150,60
Andhra Pradesh,Nandyal,Rollapadu Sanctuary Access,nature,Nearby wildlife sanctuary zone,15.432500,78.210000,INR 50,120
Andhra Pradesh,Nandyal,Shivagiri Hill View,nature,Hilltop viewpoint near town,15.460800,78.495600,Free,45
Andhra Pradesh,Proddatur,Proddatur Town Viewpoint,nature,Urban hill viewpoint,14.739900,78.550600,Free,45
Andhra Pradesh,Proddatur,Siddheswara Swamy Temple,heritage,Important local temple,14.737800,78.553900,Free,60
Andhra Pradesh,Proddatur,Proddatur Heritage Walk,heritage,Exploration of old town,14.739100,78.551200,Free,60
Andhra Pradesh,Proddatur,Gandikota Day Trip,nature,Access point to Gandikota canyon,14.814300,78.286100,Free,180
Andhra Pradesh,Proddatur,Penna River Bank,nature,Riverside relaxation area,14.735600,78.552400,Free,60
Andhra Pradesh,Proddatur,Sidhout Fort,heritage,Historic fort nearby,14.463900,78.819200,Free,90
Andhra Pradesh,Proddatur,Rayachoty Road View,nature,Scenic countryside drive,14.692200,78.640300,Free,45
Andhra Pradesh,Proddatur,Proddatur Market,heritage,Local shopping and food area,14.739400,78.552100,Free,60
Andhra Pradesh,Proddatur,Penna River Bridge View,nature,Bridge and river scenery,14.737200,78.550800,Free,30
Andhra Pradesh,Proddatur,Cultural Hall Proddatur,heritage,Local cultural venue,14.738800,78.551900,Free,60
Andhra Pradesh,Tenali,Tenali Beach Access,beach,Coastal access near Tenali region,16.240000,80.640000,Free,120
Andhra Pradesh,Tenali,Tenali Ramalingeswara Temple,heritage,Ancient Shiva temple,16.239800,80.640900,Free,60
Andhra Pradesh,Tenali,Krishna Canal Bank,nature,Canal-side walking area,16.237600,80.642300,Free,45
Andhra Pradesh,Tenali,Chandole Handloom Village,heritage,Traditional weaving village,16.220900,80.655400,Free,90
Andhra Pradesh,Tenali,Tenali Heritage Walk,heritage,Old town exploration,16.239200,80.641800,Free,60
Andhra Pradesh,Tenali,Munnangi Backwaters,nature,Scenic rural backwaters,16.195300,80.658900,Free,90
Andhra Pradesh,Tenali,Water Sports Krishna Canal,adventure,Boating activities,16.238800,80.643600,INR 300,60
Andhra Pradesh,Tenali,Tenali Central Park,nature,Urban green space,16.240600,80.641200,Free,60
Andhra Pradesh,Tenali,Tenali Market,heritage,Local shopping hub,16.239500,80.641500,Free,60
Andhra Pradesh,Tenali,Village Cycling Route,nature,Countryside cycling trail,16.210000,80.650000,Free,90
Andhra Pradesh,Amaravati,Dhyana Buddha Statue,heritage,Iconic meditation Buddha statue,16.572000,80.357800,Free,60
Andhra Pradesh,Amaravati,Amaravati Stupa,heritage,Ancient Buddhist stupa,16.572600,80.356400,Free,90
Andhra Pradesh,Amaravati,Amaravati Museum,heritage,Buddhist artifacts museum,16.572800,80.357200,INR 10,60
Andhra Pradesh,Amaravati,Krishna River Viewpoint,nature,Scenic riverfront views,16.574500,80.359600,Free,45
Andhra Pradesh,Amaravati,Amaravati Heritage Walk,heritage,Archaeological and historic walk,16.573200,80.356900,Free,60
Andhra Pradesh,Amaravati,Uddandarayunipalem Capital Zone,nature,Planned capital region landscape,16.515200,80.516300,Free,60
Andhra Pradesh,Amaravati,Kondaveedu Fort Access,nature,Viewpoint towards historic fort,16.616800,80.352900,Free,90
Andhra Pradesh,Amaravati,Seed Access Road View,nature,Open plains and river scenery,16.565300,80.361800,Free,45
Andhra Pradesh,Amaravati,Cycling Track Amaravati,nature,Designated cycling route,16.570900,80.360200,Free,90
Andhra Pradesh,Amaravati,Sunset Point Amaravati,nature,Riverbank sunset viewing spot,16.573800,80.358400,Free,45
